sentence	subj_idx	verb_idx	verb_pos	verb	inflected_verb
the brook can now be seen at NNP NNP lane before the path goes under NNP road and over north circular road and then onto silver street where the path enters the grounds of NNP theatre .	29	30	VBZ	enters	enter
other threats include oil and gas exploration , road construction , NN of the rivers , logging , agriculture , and NNS .	1	2	VBP	include	includes
usually such JJ NNS are blocked until the owner agrees to VB the bot policy .	8	9	VBZ	agrees	agree
back and forth movement is typically less JJ than JJ movement .	3	4	VBZ	is	are
RB , JJR than the music 's NNP davies called `` this is a truly great debut from the JJ rock band '' , and said that the album `` has some great tracks to get your teeth into .	28	30	VBZ	has	have
the largest group in the region is the NNPS .	2	6	VBZ	is	are
this database has to include all securities .	1	2	VBZ	has	have
it does seem that some pov has VBN in ; but a brief look at the books and scholar results is enough to indicate that this is significant enough to VB an article .	13	20	VBZ	is	are
the appearance of the game 's protagonist is not only nearly identical to the NN , but the game 's cave environments and plot , which VBZ around the main character VBG an ancient treasure , are very similar to his NNS .	1	7	VBZ	is	are
the lake VBZ RB through a 100 m creek into south bay .	1	2	VBZ	drains	drain
the employees suggest that michael start looking for another job .	1	2	VBP	suggest	suggests
the track was recently removed ( 2009 ) from the station to the NNP tunnel , however the two short station platforms still exist , although continued NN of the site may result in the remaining NN being demolished .	21	23	VBP	exist	exists
in addition , intelligent architectural objects maintain dynamic links with construction documents and specifications , resulting in more accurate project NNS .	5	6	VBP	maintain	maintains
the area now extends to approximately CD NNS of public space known as NNP community NNP .	1	3	VBZ	extends	extend
this sort of stuff is useless .	1	4	VBZ	is	are
on june 28 , 2010 , the court held , on a JJ vote , that the method through which NNP members are removed from the board VBZ the united states constitution 's separation of powers .	17	27	VBZ	violates	violate
JJ scan is a logical scan run by the user using attack surface NNP which VBZ the file containing the configuration of the system before this software is installed .	1	2	VBZ	is	are
the point is to RB separate presentation information ( font , alignment , etc .	1	2	VBZ	is	are
typical coast guard ships include the 130 NN type CD patrol boat ( 100 boats ) , armed with twin 14 .	3	4	VBP	include	includes
JJ graph theory is also concerned with graph parameters that are defined via NNS of NNS of NNS associated to the graph , such as the colin de NNP number .	2	3	VBZ	is	are
i also asked that you investigate the user who initiated this JJ complaint , to determine if he had VBN himself with those accounts , and that request appears to have been ignored as that original complaint was closed within hours , while this one has VBN into days .	27	28	VBZ	appears	appear
in its structure , the novel reflects NNP 's own life and his travels through italy .	5	6	VBZ	reflects	reflect
notability is not inherited , and whatever the world needs to know about dan NNP can be in the article on his father , and on go .	8	9	VBZ	needs	need
pink magazine is a united states business magazine for women .	1	2	VBZ	is	are
articles in this category are about software companies whose primary focus in the promotion of software is on promoting free software .	10	16	VBZ	is	are
also , [ the poles ] consider that the german influence in budapest and prague is too powerful [ .	10	15	VBZ	is	are
the next day , NNP 's attorney , arthur dean , informs gene that , as NN of the estate , he must look after NNP 's three NN boys .	6	11	VBZ	informs	inform
the stock VBN is a NN ( 7 ) style .	1	3	VBZ	is	are
the leaves are up to long .	1	2	VBP	are	is
second , the card is RB better than NNP NNP and would replace the card in all formats where NNP NNP would see play .	3	4	VBZ	is	are
a large segment of the NNP party maintains the viewpoint that the turkish empire should be based only on the principle of islam and NNP .	2	7	VBZ	maintains	maintain
there may be articles that were previously not under any form of protection that are now under pending changes , but these NNS are not a focus of the trial .	22	23	VBP	are	is
r ) JJ machine gun VBZ about 10 .	4	5	VBZ	weighs	weigh
unlike some more aggressive NNS , this NN is relatively JJ for the computers it manages to VB .	7	8	VBZ	is	are
one popular new testament false prophet is the false prophet mentioned in the book of revelation .	5	6	VBZ	is	are
the restaurant offers american , french and italian cuisine .	1	2	VBZ	offers	offer
he says that `` things are tough all over '' and that he 's going to tell their story .	4	5	VBP	are	is
the final type of interaction of a ray with an atom is a `` reflection '' , designated by an `` r '' .	2	11	VBZ	is	are
reference to the washington post is JJ at best .	0	5	VBZ	is	are
native NNS and ruins are still visible at theodore roosevelt county park , just east of the village of NNP , new york .	1	4	VBP	are	is
the foot was unusually constructed in that the foot bones ( NNS ) lacked solid contact with each other , as in animals that can widely VB the NNS , and this arrangement also indicates the presence of a single foot NN , VBG any ability to run quickly .	32	34	VBZ	indicates	indicate
hungarian parliamentary party politics can be different declared that such words are not only offence of hungarian minority but of whole hungarian nation .	10	11	VBP	are	is
this page contains a list of dover f .	1	2	VBZ	contains	contain
most environmental groups involved with the NN plan , as well as the national forest service , believe that the long term benefits of removing the dam far VBP the short term damage done by JJ NN .	2	17	VBP	believe	believes
girls often reach full adult height before 16 , while boys may continue into the JJ year old range , and sometimes into the JJ year range .	0	2	VBP	reach	reaches
ok , ultimately up to you i guess how you think the colours work best .	12	13	VBP	work	works
the district encompasses CD contributing buildings and is primarily residential , developed between 1888 and 1945 .	1	2	VBZ	encompasses	encompass
in NNP 's recent poetry a concern for the specific nature of the political NN of poetry is a NN topic .	6	17	VBZ	is	are
VBG gear ( or `` turning gear '' ) is the mechanism provided to VB the turbine generator shaft at a very low speed after unit NNS .	1	9	VBZ	is	are
with more than 17 , 000 teachers , administrators and support staff , the district is also NNP county 's largest employer .	14	15	VBZ	is	are
a climate change affects all the bronze age cultures in europe with NN and NN climate , and tribes from the JJ nordic bronze age cultures are pushed NNS into the european continent .	2	3	VBZ	affects	affect
after an interchange with west university parkway ( NNP ) , immediately southwest of utah valley university , the freeway heads north along the western side of NNP .	19	20	VBZ	heads	head
the film tells the story of a jewish family VBG to the NNP ( aka NNP ) .	1	2	VBZ	tells	tell
NNP selected this variant , where the NN meets NNS , rather than others that contain NNS , because he believed the NN were probably an NN from germany .	7	8	VBZ	meets	meet
precious few things are JJ on wikipedia .	2	3	VBP	are	is
local school in the NNP has the most students .	1	5	VBZ	has	have
the evolution article can be too technical for some readers , and i think that a more basic introduction has its place here , to complement the main article .	18	19	VBZ	has	have
the shopping centre also contains the area 's bus NN ' .	2	4	VBZ	contains	contain
this category includes football ( soccer ) players of australia who competed in the summer olympics .	1	2	VBZ	includes	include
the festival incorporates tribal NNS , tea heritage tours , NN , adventure sports , and wildlife pleasure trip .	1	2	VBZ	incorporates	incorporate
despite what amounts to a JJ character assassination by some media outlets and , RB , even some members of our government , i believe dr .	18	24	VBP	believe	believes
